"Messstation";"Gewässer";"Parameter";"Jahr";"Datum";"Tagesmittelwert";"Dimension";"GCODE";"Ost";"Nord";"AWGN ID"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.01.2024";"776,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.01.2024";"789,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.01.2024";"798";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.01.2024";"807,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.01.2024";"834,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.01.2024";"1002";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.01.2024";"935,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.01.2024";"771,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.01.2024";"744,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.01.2024";"759,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.01.2024";"755,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.01.2024";"664,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.01.2024";"652,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.01.2024";"663,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.01.2024";"670,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.01.2024";"673,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.01.2024";"688,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"31.01.2024";"708,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.02.2024";"724,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.02.2024";"738,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.02.2024";"751,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.02.2024";"750,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.02.2024";"755,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.02.2024";"765,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.02.2024";"768,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.02.2024";"772,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.02.2024";"761,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.02.2024";"732,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.02.2024";"677,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.02.2024";"601,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.02.2024";"618,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.02.2024";"648,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.02.2024";"665,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.02.2024";"686,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.02.2024";"706,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.02.2024";"723,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.02.2024";"734,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.02.2024";"733,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.02.2024";"721,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.02.2024";"721,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.02.2024";"696,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.02.2024";"588,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.02.2024";"548,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.02.2024";"600,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.02.2024";"647";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.02.2024";"680,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.02.2024";"701";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.03.2024";"721,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.03.2024";"737";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.03.2024";"750";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.03.2024";"756,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.03.2024";"763";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.03.2024";"771,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.03.2024";"767,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.03.2024";"717,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.03.2024";"711,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.03.2024";"715,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.03.2024";"728,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.03.2024";"738,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.03.2024";"738,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.03.2024";"682,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.03.2024";"633,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.03.2024";"636";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.03.2024";"654,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.03.2024";"658,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.03.2024";"674";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.03.2024";"670,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.03.2024";"665,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.03.2024";"680,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.03.2024";"695,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.03.2024";"711,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.03.2024";"721,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.03.2024";"730,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.03.2024";"727,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.03.2024";"702,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.03.2024";"708,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.03.2024";"717,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"31.03.2024";"730";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.04.2024";"742,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.04.2024";"748,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.04.2024";"759,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.04.2024";"754,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.04.2024";"754,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.04.2024";"763,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.04.2024";"763,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.04.2024";"744,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.04.2024";"728,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.04.2024";"733,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.04.2024";"709,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.04.2024";"758";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.04.2024";"791,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.04.2024";"805,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.04.2024";"817,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.04.2024";"829,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.04.2024";"830,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.04.2024";"820,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.04.2024";"764,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.04.2024";"727,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.04.2024";"643,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.04.2024";"646";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.04.2024";"627,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.04.2024";"637";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.04.2024";"656";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.04.2024";"681,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.04.2024";"696,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.04.2024";"710,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.04.2024";"722,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.04.2024";"740,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.05.2024";"751,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.05.2024";"759,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.05.2024";"752";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.05.2024";"749,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.05.2024";"710,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.05.2024";"656,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.05.2024";"687,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.05.2024";"746,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.05.2024";"751,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.05.2024";"755,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.05.2024";"766,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.05.2024";"783,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.05.2024";"799,4";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.05.2024";"803,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.05.2024";"811";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.05.2024";"806,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.05.2024";"733,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.05.2024";"432,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.05.2024";"457,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.05.2024";"521,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.05.2024";"575,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.05.2024";"545,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.05.2024";"529,8";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.05.2024";"568";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.05.2024";"539,2";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.05.2024";"545,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.05.2024";"576,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.05.2024";"632,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.05.2024";"622,9";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.05.2024";"648,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"31.05.2024";"664,6";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.06.2024";"401";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.06.2024";"424,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.06.2024";"428,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.06.2024";"509,5";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.06.2024";"585,1";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.06.2024";"619,3";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.06.2024";"641,7";"µS/cm";"CYY176";"516.388";"5.409.435";"2.345"
