"Messstation";"Gewässer";"Parameter";"Jahr";"Datum";"Tagesmittelwert";"Dimension";"GCODE";"Ost";"Nord";"AWGN ID"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.01.2024";"757,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.01.2024";"783,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.01.2024";"813,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.01.2024";"820";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.01.2024";"698,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.01.2024";"690";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.01.2024";"704,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.01.2024";"718,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.01.2024";"720,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"31.01.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.02.2024";"814,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.02.2024";"814,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.02.2024";"828";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.02.2024";"831,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.02.2024";"836,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.02.2024";"843,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.02.2024";"850,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.02.2024";"823,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.02.2024";"743,2";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.02.2024";"728,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.02.2024";"757,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.02.2024";"782,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.02.2024";"803,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.02.2024";"814,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.02.2024";"822,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.02.2024";"818,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.02.2024";"809,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.02.2024";"793,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.02.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.02.2024";"790,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.03.2024";"807,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.03.2024";"823,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.03.2024";"829";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.03.2024";"838,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.03.2024";"848,2";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.03.2024";"851,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.03.2024";"806";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.03.2024";"790,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.03.2024";"788,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.03.2024";"800,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.03.2024";"818,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.03.2024";"820,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.03.2024";"758";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.03.2024";"670";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.03.2024";"681,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.03.2024";"709,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.03.2024";"741,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.03.2024";"741,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.03.2024";"726,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.03.2024";"710,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.03.2024";"736,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.03.2024";"753,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.03.2024";"780";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.03.2024";"795,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.03.2024";"794,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.03.2024";"748,2";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.03.2024";"735,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.03.2024";"765,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.03.2024";"784";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.03.2024";"805,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"31.03.2024";"815,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.04.2024";"820";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.04.2024";"824,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.04.2024";"827,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.04.2024";"830,2";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.04.2024";"818,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.04.2024";"780,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.04.2024";"763,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.04.2024";"783,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.04.2024";"813,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.04.2024";"843,2";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.04.2024";"864,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.04.2024";"879,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.04.2024";"895,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.04.2024";"901,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.04.2024";"907,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.04.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.04.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.04.2024";"853,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.04.2024";"835,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.04.2024";"776,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.04.2024";"718,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.04.2024";"696,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.04.2024";"683,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.04.2024";"723,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.04.2024";"748,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.04.2024";"771,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.04.2024";"791,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.04.2024";"807,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.04.2024";"817,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.04.2024";"824,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.05.2024";"836,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.05.2024";"844";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.05.2024";"755,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.05.2024";"617,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"05.05.2024";"669";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"06.05.2024";"764,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"07.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"08.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"09.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"10.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"11.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"12.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"13.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"14.05.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"15.05.2024";"903,2";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"16.05.2024";"916";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"17.05.2024";"719,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"18.05.2024";"453,7";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"19.05.2024";"559,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"20.05.2024";"598,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"21.05.2024";"652,3";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"22.05.2024";"544,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"23.05.2024";"579,4";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"24.05.2024";"614,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"25.05.2024";"554,8";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"26.05.2024";"613,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"27.05.2024";"680";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"28.05.2024";"684,9";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"29.05.2024";"699";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"30.05.2024";"719,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"31.05.2024";"649,1";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"01.06.2024";"481,6";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"02.06.2024";"477,5";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"03.06.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
"Wendlingen";"Neckar";"Elektrische Leitfähigkeit bei ...Grad Celsius";"2024";"04.06.2024";"-";"µS/cm";"CYY208";"527.314";"5.391.653";"2.345"
